Open,High,Low,Close,Volume,EMA_08,EMA_12,EMA_20,RSI_05,RSI_09,RSI_14,Target
6.074205292821375,6.0861561023793005,5.844652019173027,5.886479377746582,370420000,6.083929002037925,6.0925290670871535,6.055522316046051,28.182809913788315,38.20623412090139,45.19810577872551,0
5.868304607574702,6.002999345921787,5.862080365805151,5.983579635620117,255564000,6.061629142833968,6.075767616092225,6.048670632195963,40.612862709905535,44.91147160454818,49.3974161443954,1
6.125494386941185,6.172052493795537,6.07545066673428,6.152881145477295,271544000,6.0819073656435965,6.087631235997621,6.058595442984661,56.87898410682739,54.57906803057216,55.76242288508731,1
6.27388248937086,6.284090493089392,6.159852591487118,6.243258953094482,208220000,6.117763273966015,6.11157396170483,6.076182443947501,63.5423190202098,58.909689798656345,58.7456196355961,1
6.277617091254257,6.330150127410889,6.196451688865812,6.330150127410889,218284000,6.16496035250932,6.145201064121147,6.100369842372586,69.25235000532685,62.75096663699206,61.43807097794394,0
6.290065266631888,6.312224078581957,6.238527579792124,6.263923168182373,189752000,6.186952089325554,6.163466003207489,6.115946349592566,60.26045922691757,58.09423812539754,58.31418047014223,1
6.28657961655309,6.548001549269967,6.281600033578879,6.547255039215088,529608000,6.267019411523228,6.222510470285581,6.1570233676518535,76.5460414252366,69.12266271005596,66.22614253281589,1
6.655559399128862,6.784527579126775,6.593564863567215,6.669750690460205,638556000,6.356515251287001,6.291316658004754,6.205854541252649,80.79858628966444,72.62652789878395,68.96840996555527,1
6.72253163991601,6.791995536604551,6.68369174952819,6.785521984100342,374644000,6.451850080801076,6.367348246634844,6.261060964381001,84.18597733740003,75.57365442364188,71.33712989420704,1
6.727512219812691,6.808926462251952,6.700124985704613,6.741703510284424,528016000,6.516261954019599,6.424941364119395,6.306836444943232,77.70077052832146,72.26095907136667,69.18454725929787,1
7.152011236078267,7.343969741977096,7.120640718348887,7.215001583099365,1041924000,6.671537427148436,6.546489090116313,6.393328362862864,89.06949576879254,81.90124315124834,77.19062438389973,1
7.111677659246822,7.402230114435538,7.092257949839231,7.383805751800537,620164000,6.829819277071125,6.675307038067732,6.48765954276169,91.09378867847263,84.11614845804807,79.26023291666098,1
7.506300860949258,7.852871965438706,7.506300860949258,7.835194587707519,694332000,7.053236012768101,6.8537512764738535,6.615996213708912,94.49904064485509,88.39028322529136,83.55673631645482,1
7.787143140061832,7.875528605812651,7.378328662777949,7.6858110427856445,810052000,7.193808241660888,6.981760471291052,6.717883340287648,81.59356216087555,80.3413893669356,77.8116994906154,0
7.573524178287163,7.598670457095944,7.236662912101011,7.321562767028809,768180000,7.222198136187093,7.034037747558399,6.775376619024902,57.612508799722825,64.28379602776957,65.9115527135198,0
6.727014163556758,7.017815477764631,6.672489006182636,6.803946971893311,856916000,7.129253433010697,6.998639166686846,6.77809760501237,37.85130946275457,48.71740861871607,53.41091580378923,0
6.8791376958533865,6.941132235018011,6.422520381405752,6.524350643157959,1055496000,6.994830590821199,6.925671701528556,6.753931227692902,30.733551472074915,42.46817970649313,48.103799485646434,0
6.524598322721968,6.85797395968799,6.523104827677286,6.663774490356445,747732000,6.921262568495699,6.8853798228866925,6.745344871756097,38.00071002690911,46.33033107156639,50.73271996204375,0
6.35012897349082,6.6515672796936745,6.200406475197816,6.292830944061279,906416000,6.781611096399161,6.794218456913552,6.7022483072137335,28.171267750842684,38.57871561684758,44.30250346814972,1
6.040221919287196,6.787589136196671,6.023530858757883,6.728048801422119,1133252000,6.769708364182041,6.78403850991487,6.704705497138342,47.92586335279037,49.68933527812981,51.99103441876854,1
6.898198840508735,6.915388345562744,6.5020942179934655,6.886489868164063,890744000,6.7956598095113785,6.799800257337823,6.722018294378887,53.71816980701306,53.15953267993411,54.4558585978187,0
6.942294069276471,7.002083388291559,6.5384665864174165,6.623915672302246,652792000,6.757494445687127,6.772741090409272,6.712675187514445,43.65833364729216,47.102314939330114,49.88495413601107,1
6.731286431328499,7.097247152116675,6.656549436564152,7.087780475616455,597408000,6.830891341226978,6.821208688133454,6.748399500667017,60.14148385524436,56.86948178565645,56.78587871079326,1
6.888233757672639,7.055145772386674,6.763672566846141,6.808265686035156,540328000,6.825863417851017,6.819217457041408,6.7541010421306495,49.28173253307568,50.54304417762584,52.127802198307855,0
6.628648108712579,6.68619560165047,6.427357088938863,6.627651691436768,515412000,6.78181636753674,6.78974580079454,6.742058246826471,43.00893778963687,46.76151335403558,49.31293194673744,0
5.976445976882009,6.462234819140225,5.9335971812222335,6.114459991455078,614160000,6.633514950629704,6.685855676280776,6.682286984410148,29.61888999514849,37.73648722564025,42.32016259960584,1
6.390984825704697,6.504086494445801,6.128161136295155,6.504086494445801,580648000,6.604753071477726,6.657891186767703,6.665315509175448,45.67105347697867,46.54790914567906,48.312885748850896,0
6.364080134859424,6.392480165708837,6.042961500646882,6.1401190757751465,499964000,6.501501072432708,6.578233938922694,6.615296801232562,36.06600551316016,40.521429712670205,43.74107408026853,0
5.61671401159961,5.882278509793476,5.376061850651838,5.388767242431641,816540000,6.254226887988026,6.395239062539456,6.498484462299141,23.37869387412439,31.154161890343676,36.13849508499348,1
5.742270514891856,6.00434726302527,5.470976550652782,5.999863147735596,634836000,6.197701612376375,6.3344119987234775,6.450996718054993,43.56292108935382,43.17389015574936,44.57610170902264,0
5.291609037147485,5.6326579701036215,4.832974768753121,4.892764091491699,726972000,5.907715496624225,6.112620012995512,6.3025936107632505,27.285593590866263,31.84306667768481,35.44042308706439,1
5.0051183420596885,5.5021177691686125,4.758238222605642,5.41268253326416,833632000,5.797708171433099,6.0049373238060735,6.217840174810956,40.36593988155452,40.14269619344874,41.50361330741147,1
4.984939855445514,5.230076139029122,4.501144239544976,5.052700996398926,874268000,5.632151021425504,5.858439427281897,6.106874538771715,34.92807462425925,36.66495435113477,38.78741752297268,1
5.031276361264808,5.3992304852574025,4.817778827427658,5.30556058883667,765512000,5.559575369739097,5.773381144444169,6.030558924492187,41.81086431299867,40.72310336277925,41.67486951417417,1
5.45578070765007,5.737787269391606,5.110248140154624,5.1256937980651855,804636000,5.46315724270045,5.673736937308941,5.944381293403901,38.21664203175083,38.73686029667436,40.22145955491138,0
5.1246956420399785,5.3930008041612485,4.945576706844187,5.298583030700684,643876000,5.42658519558939,5.616020951676901,5.882876696955975,44.000612144466416,41.8061514671014,42.304313755779376,1
5.704903126042818,6.294327032713485,5.681236668018538,6.207632064819336,1101644000,5.600151166529378,5.707038046006506,5.913805779609628,65.3318048750512,55.10959920891632,51.81166484792286,1
6.32272600416636,6.522522170929499,6.0701159177079305,6.11894416809082,793432000,5.715438500209698,5.770408218634862,5.93334276898879,62.431633784815226,53.76069360125943,50.92990407145982,1
6.326212593900188,6.532486149897037,6.228058614414036,6.40842342376709,696108000,5.869435149889118,5.86856440403982,5.978588545634342,68.19254283041938,57.573921911853965,53.699682164402,0
6.22805951036242,6.5549081418897455,6.195175363750319,6.296070098876953,638828000,5.964242916330859,5.934334510937841,6.0088248840384,63.47060927213428,55.57283898910599,52.46195282203036,1
6.361588419684909,6.6256584638002805,6.317493750494555,6.616440773010254,602252000,6.109175773370724,6.039273935872059,6.066693063940482,70.70167912424105,60.029394744996445,55.60424744997899,1
6.656550619116085,6.860831394299033,6.421130017869934,6.566866874694824,949960000,6.210884906998302,6.12044208030633,6.114328664964705,68.09443279672614,58.999129089933874,54.99843127057856,0
6.368812320208943,6.5152960826692,6.0108234736531,6.055416107177734,656912000,6.176336284815954,6.110438084440393,6.10871794517547,46.14792956245296,49.19875494758517,49.059705352158495,0
6.084565557646171,6.377533653750724,6.036485211046502,6.364330291748047,675764000,6.218112730800863,6.149498424026186,6.133061978182382,56.6872676673673,54.35119562461737,52.4027598101796,0
6.326711293639602,6.368314681235731,5.938827985255011,6.076343536376953,663212000,6.186608465373327,6.138243825926304,6.12766022181996,46.159886624704825,49.12562284880266,49.16351149852643,1
6.358600162480461,6.723315529969253,6.301052663956656,6.686445236206055,727884000,6.2976833033361554,6.222582504430881,6.180877842237684,63.908912426377576,58.60988720846272,55.4467541762306,1
6.908163247025321,6.931830176420118,6.409918504070796,6.453016757965088,784520000,6.332201848809252,6.258033928051528,6.206795834211722,55.20510260313041,54.25619237850872,52.75987383954634,0
6.562132143249932,6.675233815241961,6.492128724199884,6.6503214836120605,542444000,6.402895100987654,6.3183858596762255,6.24903637224985,60.83998069617083,57.27415547619389,54.75561941819117,0
6.7761294264084695,6.799048451379827,6.487645453386115,6.550673484802246,525564000,6.435734741835341,6.354122417387921,6.277763716302459,56.363897956419606,55.20476798696316,53.52571217541827,0
6.490884129888628,6.731287281007709,6.402445792992437,6.722568035125732,398408000,6.49947547367765,6.410806358578354,6.320126032380866,62.33851434656466,58.13991134664374,55.38728704289857,1
6.850865944325975,7.107960156401416,6.823213342945472,7.073830604553223,530948000,6.627109947205556,6.512810088728333,6.391907420206805,72.09720521586257,63.6199443596293,59.00131983439662,1
6.905672519109676,7.079310951372667,6.86033244153911,6.996353149414063,366148000,6.70916399214078,6.58720132883383,6.449473680131306,67.28994353555832,61.61829186625878,57.88742084060628,1
7.151804684310949,7.448758393785425,7.138601324807296,7.341635704040527,745620000,6.849713261451835,6.703268155788707,6.534441491932184,76.14911539269276,66.84778667947502,61.38615618922235,1
7.423847497525705,7.445272134647238,7.148318367791928,7.282346248626709,539120000,6.945853925268473,6.792357093148399,6.6056705163792815,71.96552489255406,65.13345480470525,60.45732732076758,0
7.155791296172217,7.311741765307913,7.106714063095593,7.151057720184326,449388000,6.9914547685831065,6.8475418050000805,6.6576121548369045,62.46627625316069,61.222178570211966,58.35183442100424,0
7.032973327041574,7.09425702255101,6.654307238853352,6.714096546173096,735160000,6.9298196080475485,6.827011765180544,6.662991620678446,40.32294083250903,49.983618753649765,51.87631370030104,1
6.906419624930226,7.171486106783201,6.8608305639670135,7.128636837005615,483356000,6.974001214482675,6.873415622384401,6.707338784138177,57.98483865394154,58.17747833331456,56.77686589973268,1
7.170738255068913,7.30277280445267,7.050162741474796,7.075324058532715,424160000,6.99651740204935,6.904478458714912,6.742385000747181,55.35134245836193,56.83045694979389,55.9872345156762,1
7.065110434333766,7.216327322388494,6.990373439620737,7.214334487915039,352328000,7.044921198908392,6.952148617053393,6.787332570953644,61.10839495646484,59.575995350603634,57.64146004439919,1
7.348861058626453,7.560864157407849,7.324197711683371,7.400927543640137,479388000,7.124033719959892,7.021191528835969,6.845770187399976,68.02588342078029,63.11811922303317,59.82425420827412,0
7.548408360991917,7.578303257394671,7.252949471097392,7.258430004119873,442904000,7.153899560884332,7.057689755802723,6.885071122325681,58.15217221538626,58.699153251434645,57.391942136561546,0
7.393205660244978,7.4881214262521505,7.317970682168214,7.435307502746582,379160000,7.216434659075943,7.115784793794086,6.937474587127672,65.84427347920946,62.37734057928778,59.58828045273342,0
7.381246059240511,7.435305848843511,7.26739743763141,7.28134822845459,375916000,7.230859896715642,7.141256091434164,6.970224457730235,54.87053621723857,57.37383320098576,56.841698894116384,0
7.083794613057986,7.197145274884135,6.996352701087141,7.044682502746582,342096000,7.189487142500296,7.126398616251459,6.977315700112745,41.56101998471176,50.3846281549118,52.81194947720138,1
6.997349245019564,7.270387540719395,6.997349245019564,7.256685733795166,317556000,7.204420162788045,7.14644278818126,7.003922369987261,54.04318939509693,55.80964444086585,55.83262695008682,1
7.360819145196441,7.480397772953927,7.2566856981813,7.317720890045166,368896000,7.229598102178516,7.172793265391092,7.033807943326109,57.323562186874646,57.32107557821155,56.69215714429372,1
7.397190705525821,7.523495739093989,7.359323998974945,7.418614864349365,323464000,7.271601827105372,7.210611972923134,7.0704562215188,62.80894564558552,59.87337263298373,58.14228061731487,1
7.5578747907792385,7.65827108202997,7.506555735064039,7.594994068145752,373732000,7.34346676955879,7.26974767988046,7.120412206911843,70.96430669045043,64.09610875871152,60.62445258362309,1
7.666740541029983,7.7913017211447295,7.632859979866189,7.785073757171631,339216000,7.441601655694977,7.349028614848333,7.183713306936585,77.5854510131251,68.15861542229844,63.159875502507454,1
7.7800928726031024,8.084022521686913,7.75144385202219,8.037187576293945,469060000,7.5739540824947476,7.454899224301504,7.264996570684905,83.7348212946791,72.75804794582055,66.26284748056344,0
8.094982030995142,8.143809801854623,7.765393152204043,7.775108814239502,493060000,7.618655133993582,7.504162238138119,7.313578689118676,61.72909375512647,62.24342943076259,60.55314679259048,0
7.889705036853291,8.050139609907918,7.568087983890347,7.752687931060791,625852000,7.648440200008517,7.542396960126222,7.355398616922686,60.04171104790197,61.389581434241045,60.07622033059318,1
7.8142230604507805,8.00779128643124,7.660514383493319,8.002310752868652,602312000,7.7270781006441025,7.613152928240442,7.4170092965365875,71.05356352702005,67.05086783330809,63.52109011210179,1
7.862052746709275,8.470658408911804,7.846358106086127,8.460943222045898,987660000,7.89015923873339,7.743582204210512,7.516431575156521,82.27313012360946,74.71423651013151,68.84084920428927,1
8.729747076222932,8.885199590332304,8.650027984422207,8.71953296661377,774460000,8.074464511595696,7.893728475349476,7.631012660057212,86.076619301361,77.96501593227477,71.37550574741975,1
8.759392866322871,9.05559920597331,8.731989249223263,8.774589538574219,717320000,8.230047850924256,8.029245561999437,7.739924743725498,86.82873638425205,78.62328403245837,71.8996227036247,1
8.959438994421841,9.01125650401452,8.857547824594636,8.938512802124023,587536000,8.387484506746427,8.169132829710911,7.854075987382501,89.03345013399323,80.56773680800697,73.457889948579,0
9.01972790629354,9.020723848723264,8.706829974219419,8.744447708129883,761068000,8.466809662609418,8.257642811006138,7.938873294120347,71.35754973973538,71.86182947557361,68.60733051220133,0
8.794270368177155,9.06108122190044,8.682664008723028,8.9945650100708,1038764000,8.584088628711948,8.371015457016085,8.039415362306105,78.29856641663935,75.67324188392689,71.24292773796407,0
9.12460521921978,9.149518027635866,8.64155712540056,8.687146186828613,770780000,8.60699030829343,8.41965095391032,8.10110401226063,57.055857764391824,63.73576526452965,64.1176795751866,0
8.594723547725328,8.602445901845645,7.968678780418774,8.49532413482666,1175892000,8.582175603078593,8.431292981743603,8.138648785838347,47.090981426277175,57.38153491578779,60.0799209899448,0
8.382719185209487,8.729747075354428,8.349835036086796,8.457207679748535,734896000,8.55440495344969,8.435279858359745,8.168987728115509,45.13308083038133,56.1305684056076,59.28104919504827,1
8.524471762838552,8.844345092773438,8.455215751001303,8.844345092773438,745256000,8.618836095521635,8.498212971346467,8.23330747713055,64.08894860313984,64.87924767222685,64.45127060138815,1
8.802241910834319,8.80971527881984,8.65899633904369,8.775336265563965,389876000,8.653613911086596,8.540847324303005,8.284929266505161,59.507975053859454,62.38437524375769,62.91767996297134,0
8.765371081704798,8.806226565688172,8.627606058999254,8.794268608093262,391320000,8.68487051042141,8.57983521411689,8.333437775227837,60.47678071673209,62.82557877819603,63.17655298595558,0
8.791282501505071,8.835127725785343,8.669461068484637,8.738717079162598,365440000,8.696836414586118,8.604278577970076,8.372035804174006,55.59782732340674,60.483757994029794,61.81298756725935,0
8.701330525493276,8.915922825620427,8.650984916299755,8.739713668823242,424280000,8.70636469330548,8.62511474579364,8.40705274366441,55.678011304882205,60.51346364551439,61.82890451243544,1
8.767627816790379,8.969508447947838,8.681391959435791,8.892744064331055,481748000,8.747782331311162,8.666288487107089,8.453309059918377,67.08651332491392,65.0518501596347,64.29027267459024,1
8.850121965483638,8.862583576912797,8.659207454291302,8.778093338012695,387736000,8.75451811057817,8.683489233400259,8.484240895927359,54.05597850948136,59.306622247818446,61.11087919303745,1
8.773112434652013,9.081915620696336,8.724511462767465,9.018360137939451,468488000,8.81314967221401,8.735007834098596,8.535109395166605,69.54945923838694,66.31949126907213,65.01547942429747,1
9.139737694440829,9.470972125229428,9.125530483250824,9.338129043579102,632180000,8.929811754739585,8.827795712480212,8.611587456920176,80.49308222125067,73.22753826209195,69.41658315582208,0
9.122041315847795,9.232951309589913,8.759154168201901,8.769372940063477,583652000,8.894158684811561,8.818807593646868,8.626614645790967,44.74235843941475,51.91929002324374,55.937427443867776,0
9.13450441093276,9.15917854404649,8.676657198073874,8.905206680297852,570908000,8.896613794919626,8.832099760823942,8.65314722050591,51.21135131146226,55.40576194979603,58.033326104311385,1
8.788314480221782,9.154192700766936,8.71703218010471,9.145718574523926,400004000,8.95197041260947,8.880348809085477,8.700058778031435,61.2514631080059,61.03411426700298,61.52322376039525,1
9.196812212260122,9.23843459415579,8.811741954169076,9.040789604187012,535716000,8.971708010737812,8.905032008331867,8.732509332903394,55.07112067144175,57.473834893928185,59.20985085959208,1
9.085901927048193,9.270585196535562,9.0425339507787,9.207777976989746,408304000,9.02416800323824,8.95160831120231,8.77777301329257,62.58180833011322,61.4951676596151,61.67938233289902,1
9.198807874680208,9.25413832928992,9.086651419287488,9.18983554840088,254408000,9.060983013274384,8.988258655386705,8.817017064255266,61.207563183564176,60.800197278219954,61.25029358711143,1
9.214257313267112,9.41613791055044,9.199053708456068,9.232949256896973,524160000,9.099197734079402,9.02590336331136,8.856629654030666,63.607875123107256,61.96225252020426,61.93553821482019,1
9.27158216089918,9.502125339643412,9.244913338079536,9.497638702392578,398468000,9.18774017148233,9.098478030862315,8.917678134827039,75.3247801717553,68.42676453262393,65.92010735806771,1
9.521816639977931,9.613037343899906,9.37875572675536,9.421125411987305,375108000,9.239603558261214,9.14811608949693,8.965625494556589,67.47498117466738,64.84302060082256,63.83975071211079,0
